annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;31714444250;E877473221M;LE FUR;Chastity;1997-11-27;F;FRANCAIS(E);29870;LANDEDA;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2016;29;0290007A;KERICHEN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;31714444250;E877473221M;LE FUR;Chastity;1997-11-27;F;FRANCAIS(E);29870;LANDEDA;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2016;29;0290007A;KERICHEN;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;23444780524;U121933185P;KREMER;Isidora;1997-08-25;F;FRANCAIS(E);35170;BRUZ;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;TB;2015;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;23444780524;U121933185P;KREMER;Isidora;1997-08-25;F;FRANCAIS(E);35170;BRUZ;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;TB;2015;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;E;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;84764744006;T451151526S;ALLART;Jocelin;1998-08-11;F;FRANCAIS(E);29650;GUERLESQUIN;Personne sans activite professionnelle;Personne sans activite professionnelle;S;B;2015;22;0220097L;PRIVE NOTRE DAME;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;84764744006;T451151526S;ALLART;Jocelin;1998-08-11;F;FRANCAIS(E);29650;GUERLESQUIN;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;B;2015;22;0220097L;PRIVE NOTRE DAME;D;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;16778872302;Q312700743B;AUCLAIR;Quincy;1997-04-25;M;FRANCAIS(E);56440;LANGUIDIC;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2015;56;0560098C;PRIVE NOTRE DAME DU VOEU;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;16778872302;Q312700743B;AUCLAIR;Quincy;1997-04-25;M;FRANCAIS(E);56440;LANGUIDIC;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2015;56;0560098C;PRIVE NOTRE DAME DU VOEU;E;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;84068850653;T147864780N;LE BERRE;Den;1997-02-09;M;FRANCAIS(E);56400;AURAY;Personne sans activite professionnelle;Personne sans activite professionnelle;ES;P;2015;22;0220018A;AUGUSTE PAVIE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;84068850653;T147864780N;LE BERRE;Den;1997-02-09;M;FRANCAIS(E);56400;AURAY;Personne sans activite professionnelle;Personne sans activite professionnelle;ES;P;2015;22;0220018A;AUGUSTE PAVIE;H;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;44188646219;N624037212F;FERRE;Newton;1997-06-13;M;FRANCAIS(E);22290;PLEGUIEN;Technicien;Contremaitre-agent de maitrise;S;B;2015;22;0220097L;PRIVE NOTRE DAME;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;44188646219;N624037212F;FERRE;Newton;1997-06-13;M;FRANCAIS(E);22290;PLEGUIEN;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2015;22;0220097L;PRIVE NOTRE DAME;D;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;37437747278;H763732525R;LE GAC;Aurelien;1997-04-11;M;FRANCAIS(E);22290;PLEGUIEN;Personne sans activite professionnelle;Retraité ancien  employé et ouvrier;S;P;2015;22;0220097L;PRIVE NOTRE DAME;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;37437747278;H763732525R;LE GAC;Aurelien;1997-04-11;M;FRANCAIS(E);22290;PLEGUIEN;Personne sans activite professionnelle;Retraité ancien  employé et ouvrier;S;P;2015;22;0220097L;PRIVE NOTRE DAME;U;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;43764613672;R320411520J;GRANGER;Bristol;1997-06-24;M;FRANCAIS(E);29233;CLEDER;Technicien;Cadre administratif et commercial d'entr;ES;TB;2015;29;0290177K;ND DU KREISKER ST J.BAPTISTE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;43764613672;R320411520J;GRANGER;Bristol;1997-06-24;M;FRANCAIS(E);29233;CLEDER;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;ES;TB;2015;29;0290177K;ND DU KREISKER ST J.BAPTISTE;H;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;67345565768;A573408533H;WOLFF;Freeman;1997-08-11;M;FRANCAIS(E);56850;CAUDAN;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;56;0560181T;PRIVE ST JOSEPH;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;67345565768;A573408533H;WOLFF;Freeman;1997-08-11;M;FRANCAIS(E);56850;CAUDAN;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;56;0560181T;PRIVE ST JOSEPH;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;84317827971;K115223732T;LAFITTE;Horsa;1997-11-28;M;FRANCAIS(E);56240;BERNE;Personne sans activite professionnelle;Cadre de la fonction publique;S;P;2015;56;0560181T;PRIVE ST JOSEPH;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;84317827971;K115223732T;LAFITTE;Horsa;1997-11-28;M;FRANCAIS(E);56240;BERNE;Personne sans activite professionnelle;Cadre de la fonction publique;S;P;2015;56;0560181T;PRIVE ST JOSEPH;C;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;40145107425;I453841412I;LENORMAND;Denton;1997-07-05;M;FRANCAIS(E);29860;KERSAINT-PLABENNEC;Technicien;Technicien;S;AB;2016;29;0290335G;PRIVE LA CROIX ROUGE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;40145107425;I453841412I;LENORMAND;Denton;1997-07-05;M;FRANCAIS(E);29860;KERSAINT-PLABENNEC;Personne sans activite professionnelle;Technicien;S;AB;2016;29;0290335G;PRIVE LA CROIX ROUGE;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;42444562121;D680508967V;LE DU;Corbin;1997-08-20;M;FRANCAIS(E);22570;GOUAREC;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;TB;2015;22;;;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;42444562121;D680508967V;LE DU;Corbin;1997-08-20;M;FRANCAIS(E);22570;GOUAREC;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;TB;2015;22;;;H;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;82843547354;U573461811F;TUAL;Aimée;1998-05-22;M;FRANCAIS(E);22170;CHATELAUDREN-PLOUAGAT;Personne sans activite professionnelle;Artisan;S;B;2016;22;0220018A;AUGUSTE PAVIE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;82843547354;U573461811F;TUAL;Aimée;1998-05-22;M;FRANCAIS(E);22170;CHATELAUDREN-PLOUAGAT;Personne sans activite professionnelle;Artisan;S;B;2016;22;0220018A;AUGUSTE PAVIE;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;21315356809;V342752832M;HERAULT;Veronica;1998-12-13;F;FRANCAIS(E);22170;SAINT-JEAN-KERDANIEL;Technicien;Technicien;S;B;2016;22;0220018A;AUGUSTE PAVIE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;21315356809;V342752832M;HERAULT;Veronica;1998-12-13;F;FRANCAIS(E);22170;SAINT-JEAN-KERDANIEL;Personne sans activite professionnelle;Technicien;S;B;2016;22;0220018A;AUGUSTE PAVIE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;21315356809;V342752832M;HERAULT;Veronica;1998-12-13;F;FRANCAIS(E);22170;SAINT-JEAN-KERDANIEL;Personne sans activite professionnelle;Technicien;S;B;2016;22;0220018A;AUGUSTE PAVIE;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;95366442477;P584520819U;FERET;Zack;1998-11-17;M;FRANCAIS(E);22820;PLOUGRESCANT;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2016;22;0220023F;FELIX LE DANTEC;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;95366442477;P584520819U;FERET;Zack;1998-11-17;M;FRANCAIS(E);22820;PLOUGRESCANT;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2016;22;0220023F;FELIX LE DANTEC;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;47848828226;F644855197I;JOLLY;Orville;1998-05-27;M;FRANCAIS(E);22300;PLOULEC-H;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;47848828226;F644855197I;JOLLY;Orville;1998-05-27;M;FRANCAIS(E);22300;PLOULEC-H;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;E;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;57694696125;L735073888F;MARTEAU;Paul;1998-08-14;M;FRANCAIS(E);22200;GUINGAMP;Elève/Etudiant;Profession interm adm de la fonction pub;S;AB;2016;22;0220018A;AUGUSTE PAVIE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;57694696125;L735073888F;MARTEAU;Paul;1998-08-14;M;FRANCAIS(E);22200;GUINGAMP;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;AB;2016;22;0220018A;AUGUSTE PAVIE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;57694696125;L735073888F;MARTEAU;Paul;1998-08-14;M;FRANCAIS(E);22200;GUINGAMP;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;AB;2016;22;0220018A;AUGUSTE PAVIE;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;88251791457;F024152166D;DELPIERRE;Jamar;1998-10-24;M;FRANCAIS(E);;;Personne sans activite professionnelle;Agriculteur exploitant;S;AB;2016;22;0220106W;PRIVE JEAN XXIII;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;88251791457;F024152166D;DELPIERRE;Jamar;1998-10-24;M;FRANCAIS(E);;;Personne sans activite professionnelle;Agriculteur exploitant;S;AB;2016;22;0220106W;PRIVE JEAN XXIII;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;77843268801;B595268432K;GEORGE;Adolph;1998-12-16;M;FRANCAIS(E);22730;TREGASTEL;Elève/Etudiant;Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;77843268801;B595268432K;GEORGE;Adolph;1998-12-16;M;FRANCAIS(E);22730;TREGASTEL;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;S;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;75054755756;W028932323P;MAUDET;Dan;1998-11-12;M;FRANCAIS(E);22110;ROSTRENEN;Personne sans activite professionnelle;Commercant et assimile;S;B;2016;22;0220107X;PRIVE NOTRE DAME CAMPOSTAL;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;75054755756;W028932323P;MAUDET;Dan;1998-11-12;M;FRANCAIS(E);22110;ROSTRENEN;Personne sans activite professionnelle;Commercant et assimile;S;B;2016;22;0220107X;PRIVE NOTRE DAME CAMPOSTAL;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;36237241074;P705051354A;VALENTIN;Edison;1998-06-03;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2016;22;0220057T;ERNEST RENAN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;36237241074;P705051354A;VALENTIN;Edison;1998-06-03;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2016;22;0220057T;ERNEST RENAN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;69857527185;P548228675Q;RENOU;Wilburn;1998-12-02;M;FRANCAIS(E);35000;RENNES;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2016;22;0220060W;E.FREYSSINET;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;69857527185;P548228675Q;RENOU;Wilburn;1998-12-02;M;FRANCAIS(E);35000;RENNES;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2016;22;0220060W;E.FREYSSINET;H;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;73944436357;B258292437X;VUILLEMIN;Nimbus;1999-03-20;M;FRANCAIS(E);22600;SAINT-CARADEC;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2017;22;0220027K;LYCEE GENERAL ET TECHNOLOGIQUE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;73944436357;B258292437X;VUILLEMIN;Nimbus;1999-03-20;M;FRANCAIS(E);22600;SAINT-CARADEC;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2017;22;0220027K;LYCEE GENERAL ET TECHNOLOGIQUE;C;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;21697493614;Z529980429V;RENOUX;Denton;1998-08-18;M;FRANCAIS(E);22820;PLOUGRESCANT;Personne sans activite professionnelle;Professeur, profession scientifique;TI2D;B;2017;22;0220023F;FELIX LE DANTEC;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;21697493614;Z529980429V;RENOUX;Denton;1998-08-18;M;FRANCAIS(E);22820;PLOUGRESCANT;Personne sans activite professionnelle;Professeur, profession scientifique;TI2D;B;2017;22;0220023F;FELIX LE DANTEC;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;21697493614;Z529980429V;RENOUX;Denton;1998-08-18;M;FRANCAIS(E);22820;PLOUGRESCANT;Personne sans activite professionnelle;Professeur, profession scientifique;TI2D;B;2017;22;0220023F;FELIX LE DANTEC;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;49704526772;F819157627A;CHARLOT;Willy;1998-11-19;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Technicien;TI2D;B;2016;22;0220023F;FELIX LE DANTEC;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;49704526772;F819157627A;CHARLOT;Willy;1998-11-19;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Technicien;TI2D;B;2016;22;0220023F;FELIX LE DANTEC;A;
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;22404367534;J379245789I;GUERY;Mitchell;1998-04-18;M;FRANCAIS(E);22700;LOUANNEC;Technicien;Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;22404367534;J379245789I;GUERY;Mitchell;1998-04-18;M;FRANCAIS(E);22700;LOUANNEC;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;22;0220023F;FELIX LE DANTEC;E;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;98761517712;S822588577K;BAYLE;Marquis;1998-12-21;M;FRANCAIS(E);29190;PLEYBEN;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;B;2017;29;0290071V;YVES THEPOT;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;98761517712;S822588577K;BAYLE;Marquis;1998-12-21;M;FRANCAIS(E);29190;PLEYBEN;Personne sans activite professionnelle;Non renseigne (inconnu);TI2D;B;2017;29;0290071V;YVES THEPOT;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;86835463028;G597546948N;PLESSIS;Louis;1998-05-19;M;FRANCAIS(E);29120;SAINT-JEAN-TROLIMON;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;B;2016;29;0290071V;YVES THEPOT;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;86835463028;G597546948N;PLESSIS;Louis;1998-05-19;M;FRANCAIS(E);29120;SAINT-JEAN-TROLIMON;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;B;2016;29;0290071V;YVES THEPOT;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;43893868820;B625188345N;BOURREAU;Godric;1998-08-22;M;FRANCAIS(E);29290;SAINT-RENAN;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290012F;INDUSTRIEL VAUBAN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;43893868820;B625188345N;BOURREAU;Godric;1998-08-22;M;FRANCAIS(E);29290;SAINT-RENAN;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290012F;INDUSTRIEL VAUBAN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;47538413512;L513711836V;BONNEAU;Dahlia;1998-05-22;F;FRANCAIS(E);29520;CHATEAUNEUF-DU-FAOU;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2016;29;0290156M;PRIVE ST LOUIS;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;47538413512;L513711836V;BONNEAU;Dahlia;1998-05-22;F;FRANCAIS(E);29520;CHATEAUNEUF-DU-FAOU;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2016;29;0290156M;PRIVE ST LOUIS;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;47538413512;L513711836V;BONNEAU;Dahlia;1998-05-22;F;FRANCAIS(E);29520;CHATEAUNEUF-DU-FAOU;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2016;29;0290156M;PRIVE ST LOUIS;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;81244540295;A138819867G;JOYEUX;Montague;1998-08-09;M;FRANCAIS(E);29710;POULDREUZIC;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;29;0290062K;LAENNEC;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;81244540295;A138819867G;JOYEUX;Montague;1998-08-09;M;FRANCAIS(E);29710;POULDREUZIC;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;29;0290062K;LAENNEC;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;45339742812;U555398984N;BONIFACE;Cooper;1999-03-04;M;FRANCAIS(E);29250;SAINT-POL-DE-LEON;Technicien;Professeur, profession scientifique;S;AB;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;45339742812;U555398984N;BONIFACE;Cooper;1999-03-04;M;FRANCAIS(E);29250;SAINT-POL-DE-LEON;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;A;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;77768490677;G988987714T;RICHE;Anderson;1998-07-28;M;FRANCAIS(E);29710;PLONEIS;Technicien;Employe civil-agent de service de la FP;TI2D;AB;2016;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;77768490677;G988987714T;RICHE;Anderson;1998-07-28;M;FRANCAIS(E);29710;PLONEIS;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;AB;2016;29;0290071V;YVES THEPOT;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;47131734265;G865588873P;COCHET;Emmet;1998-05-19;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290009C;L IROISE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;47131734265;G865588873P;COCHET;Emmet;1998-05-19;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;29;0290009C;L IROISE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;54665103261;U634026553S;PAUMIER;Davy;1998-06-05;M;FRANCAIS(E);29750;LOCTUDY;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;AB;2016;29;0290071V;YVES THEPOT;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;54665103261;U634026553S;PAUMIER;Davy;1998-06-05;M;FRANCAIS(E);29750;LOCTUDY;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;AB;2016;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;54665103261;U634026553S;PAUMIER;Davy;1998-06-05;M;FRANCAIS(E);29750;LOCTUDY;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;AB;2016;29;0290071V;YVES THEPOT;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;44101846664;C232577192F;COLLOMB;Branden;1998-07-07;M;FRANCAIS(E);35137;PLEUMELEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352235P;RENE CASSIN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;44101846664;C232577192F;COLLOMB;Branden;1998-07-07;M;FRANCAIS(E);35137;PLEUMELEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352235P;RENE CASSIN;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;69162013937;B212755073M;MORENO;Brant;1999-07-10;M;FRANCAIS(E);35720;MESNIL-ROC-H;Elève/Etudiant;Cadre de la fonction publique;TI2D;B;2017;22;0220013V;FONTAINE DES EAUX;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;69162013937;B212755073M;MORENO;Brant;1999-07-10;M;FRANCAIS(E);35720;MESNIL-ROC-H;Elève/Etudiant;Cadre de la fonction publique;TI2D;B;2017;22;0220013V;FONTAINE DES EAUX;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;69162013937;B212755073M;MORENO;Brant;1999-07-10;M;FRANCAIS(E);35720;MESNIL-ROC-H;Personne sans activite professionnelle;Cadre de la fonction publique;TI2D;B;2017;22;0220013V;FONTAINE DES EAUX;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;93813231917;Y459236821N;NICOL;Jermaine;1998-02-25;M;FRANCAIS(E);35400;SAINT-MALO;Elève/Etudiant;Ingenieur cadre technique d'entreprise;S;P;2016;35;0352072M;PRIVE LA PROVIDENCE ST MALO;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;93813231917;Y459236821N;NICOL;Jermaine;1998-02-25;M;FRANCAIS(E);35400;SAINT-MALO;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;P;2016;35;0352072M;PRIVE LA PROVIDENCE ST MALO;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;93813231917;Y459236821N;NICOL;Jermaine;1998-02-25;M;FRANCAIS(E);35400;SAINT-MALO;Non renseigne (inconnu);Ingenieur cadre technique d'entreprise;S;P;2016;35;0352072M;PRIVE LA PROVIDENCE ST MALO;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;86273800692;Y756183356R;DELRIEU;Ryley;1998-12-26;M;FRANCAIS(E);35160;MONTFORT-SUR-MEU;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2016;35;0352235P;RENE CASSIN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;86273800692;Y756183356R;DELRIEU;Ryley;1998-12-26;M;FRANCAIS(E);35160;MONTFORT-SUR-MEU;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2016;35;0352235P;RENE CASSIN;A;
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;53933393021;Y290147273E;COUTURE;Nikolas;1998-09-29;M;FRANCAIS(E);35740;PACE;Technicien;Employe civil-agent de service de la FP;S;AB;2017;35;0352009U;LYCEE VICTOR ET HELENE BASCH;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;53933393021;Y290147273E;COUTURE;Nikolas;1998-09-29;M;FRANCAIS(E);35740;PACE;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2017;35;0352009U;LYCEE VICTOR ET HELENE BASCH;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;29857547817;R435527512A;BELOT;Justin;1998-06-21;M;FRANCAIS(E);35230;ORGERES;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;P;2016;35;0350028R;BREQUIGNY STS;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;29857547817;R435527512A;BELOT;Justin;1998-06-21;M;FRANCAIS(E);35230;ORGERES;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;P;2016;35;0350028R;BREQUIGNY STS;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;29857547817;R435527512A;BELOT;Justin;1998-06-21;M;FRANCAIS(E);35230;ORGERES;Personne sans activite professionnelle;Person. service direct aux particuliers;TI2D;P;2016;35;0350028R;BREQUIGNY STS;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;90088655332;S238484315G;BRUNEL;Algar;1998-03-22;M;FRANCAIS(E);56950;CRACH;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2016;56;0561534N;BENJAMIN FRANKLIN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;90088655332;S238484315G;BRUNEL;Algar;1998-03-22;M;FRANCAIS(E);56950;CRACH;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2016;56;0561534N;BENJAMIN FRANKLIN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;23411344478;M026768551S;DUCLOS;Thom;1998-10-17;M;FRANCAIS(E);35200;RENNES;Elève/Etudiant;Technicien;TI2D;B;2017;56;0560026Z;COLBERT;C;
